"master_id","master_name","op_master_id","op_master_name","torikomi_kahi_flg"
"kamoku_master","科目マスター","(SELECT KI.KI AS KI, K.KICD AS KICD, RTRIM(K.KCOD) AS KCOD, K.KNMX AS KNMX, K.KNAM AS KNAM, K.KNLD AS KNLD, K.KOCD AS KOCD, K.KATT AS KATT, K.GSW1 AS GSW1, K.GSW2 AS GSW2, K.SY01 AS SY01, K.SY02 AS SY02, K.SY03 AS SY03, K.SY04 AS SY04, K.SY05 AS SY05, K.SY06 AS SY06, K.SY07 AS SY07, K.SY08 AS SY08, K.KE02 AS KE02, K.KT02 AS KT02, K.KB02 AS KB02, K.BKE01 AS BKE01, K.SG02 AS SG02, K.PJ02 AS PJ02, K.DM12 AS UF12, K.DM22 AS UF22, K.DM32 AS UF32, K.KJ02 AS KJ02, K.KS02 AS KS02, K.TK02 AS TK02, K.BTK01 AS BTK01, K.BTKE01 AS BTKE01, K.TKE01 AS TKE01, K.STK01 AS STK01, K.KK01 AS KK01, CASE WHEN KH.KICD IS NULL THEN 0 ELSE 1 END AS GAFLG FROM AEXP.A_KI AS KI JOIN DBA.KNAME AS K ON K.KESN = KI.KESN LEFT OUTER JOIN DBA.KMKHEI KH ON K.KESN = KH.KESN AND K.KICD = KH.KICD)","科目マスター","1"
"kamoku_edaban_zandaka","科目枝番残高","(select KI.KI AS KI, Z.KICD AS KICD, RTRIM(Z.ECOD) AS ECOD, RTRIM(K.KCOD) AS KCOD, K.KOCD AS KOCD, K.KNMX AS KNMX, K.KNAM AS KNAM, K.KATT AS KATT, CAST(IF E.ENSG = 1 THEN E.ENAM ELSE IF E.TCOD IS NULL THEN '' ELSE ISNULL((SELECT Z.TNAM FROM DBA.ZMTKY Z WHERE Z.KESN = E.KESN AND Z.TCOD = E.TCOD), '') ENDIF ENDIF AS CHAR(20) ) AS ENAM, 0 as K000 from AEXP.A_KI as KI join DBA.EDZAN as Z on Z.KESN = KI.KESN join DBA.KNAME as K on K.KESN = Z.KESN and K.KICD = Z.KICD join DBA.ENAME as E on E.KESN = Z.KESN and E.KICD = Z.KICD and E.ECOD = Z.ECOD)","科目枝番残高","1"
"bumon_master","負担部門","(SELECT KI.KI AS KI, RTRIM(B.BCOD) AS BCOD, B.BNAM AS BNAM, B.BNLD BNLD, B.BFLG AS BFLG FROM AEXP.A_KI AS KI JOIN DBA.BNAME AS B ON B.KESN = KI.KESN AND B.BFLG = '0')","部門マスター一覧","1"
"bumon_kamoku_zandaka","部門科目残高","(select KI.KI AS KI,
 RTRIM(Z.BCOD) AS BCOD,
 Z.KICD AS KICD,
 B.BNAM AS BNAM,
 RTRIM(K.KCOD) AS KCOD,
 K.KOCD AS KOCD,
 K.KNMX AS KNMX,
 K.KNAM AS KNAM,
 K.KATT AS KATT,
 Z.R000 AS R000,
 Z.S000 AS S000,
 Z.R010 AS R010,
 Z.S010 AS S010,
 Z.R020 AS R020,
 Z.S020 AS S020,
 Z.R030 AS R030,
 Z.S030 AS S030,
 CASE WHEN V.KZSW03 = 1 THEN Z.R035 ELSE 0 END AS R035,
 CASE WHEN V.KZSW03 = 1 THEN Z.S035 ELSE 0 END AS S035,
 Z.R040 AS R040,
 Z.S040 AS S040,
 Z.R050 AS R050,
 Z.S050 AS S050,
 Z.R060 AS R060,
 Z.S060 AS S060,
 CASE WHEN V.KZSW06 = 1 THEN Z.R065 ELSE 0 END AS R065,
 CASE WHEN V.KZSW06 = 1 THEN Z.S065 ELSE 0 END AS S065,
 Z.R070 AS R070,
 Z.S070 AS S070,
 Z.R080 AS R080,
 Z.S080 AS S080,
 Z.R090 AS R090,
 Z.S090 AS S090,
 CASE WHEN V.KZSW09 = 1 THEN Z.R095 ELSE 0 END AS R095,
 CASE WHEN V.KZSW09 = 1 THEN Z.S095 ELSE 0 END AS S095,
 Z.R100 AS R100,
 Z.S100 AS S100,
 Z.R110 AS R110,
 Z.S110 AS S110,
 Z.R120 AS R120,
 Z.S120 AS S120,
 CASE WHEN V.KZSW12 = 1 THEN Z.R125 ELSE 0 END AS R125,
 CASE WHEN V.KZSW12 = 1 THEN Z.S125 ELSE 0 END AS S125
 from AEXP.A_KI as KI
join DBA.BKZAN as Z on Z.KESN = KI.KESN
join DBA.BNAME as B on B.KESN = Z.KESN and B.BCOD = Z.BCOD
join DBA.KNAME as K on K.KESN = Z.KESN and K.KICD = Z.KICD
JOIN DBA.VOLUM as V on V.KESN = KI.KESN
WHERE
    KI.KI IN (0, 1, 2, 3)
)","部門科目残高","1"
"torihikisaki_master","取引先マスター","(SELECT
  RTRIM(T.TRCD) AS TRCD
  ,T.TRMX AS TRMX
  ,T.TRNAM AS TRNAM
  ,T.RNLD AS RNLD
FROM dba.TRNAM T)","取引先マスター一覧","1"
"torihikisaki","取引先","(SELECT
  RTRIM(TR.TRCD) AS TRCD
  ,TR.ZIP
  ,TR.ADDR1
  ,TR.ADDR2
  ,TR.TEL
  ,TR.FAX
  ,FR.MEIGI
  ,FR.MEIGIK
  ,SK.SKBKIND
  ,FR.YOKIN_TYP
  ,FR.KOUZA
  ,FR.TESUU
  ,FR.SOUKIN
  ,FR.BANK_CD
  ,FR.SITEN_ID
  ,SH.SIHARAIDD
  ,SH.SKIJITUDD
  ,SH.V_YAKUJO
  ,TR.KNLD
  ,TR.SBUSYO
  ,TR.STANTO
  ,TR.KEICD
  ,TR.NAYOSE
  ,TR.F_SETUIN
  ,TR.STAN
  ,RTRIM(TR.SBCOD) AS SBCOD
  ,TR.SKICD
  ,TR.F_SOUFU
  ,TR.ANNAI
  ,TR.TSOKBN
  ,TR.F_SHITU
  ,TR.CDM2
  ,TR.DM1
  ,TR.DM2
  ,TR.DM3
  ,FR.GENDO
FROM
  (SELECT TRCD, MIN(HJCD) AS HJCD FROM SS_TORI GROUP BY TRCD) AS TMP_TR
JOIN SS_TORI TR ON
  TR.TRCD = TMP_TR.TRCD AND
  TR.HJCD = TMP_TR.HJCD
JOIN SS_TSHOH TS ON
  TS.TRCD = TR.TRCD
  AND TS.HJCD = TR.HJCD
  AND TS.SHO_ID = 1
JOIN SS_SHOHO SH ON
  SH.SHINO = TS.SHINO
JOIN SS_SKUBN SK ON
  SK.SKBNCOD = SH.SKBNCOD
JOIN SS_FRIGIN FR ON
  FR.TRCD = TR.TRCD
  AND FR.HJCD = TR.HJCD
  AND FR.GIN_ID = 1
WHERE
  LEN(TR.TRCD) < 13)","取引先マスター（依頼先）","1"
"torihikisaki_furikomisaki","振込先銀行","(SELECT
  RTRIM(trcd) AS trcd,
  gin_id,
  bank_cd,
  siten_id,
  yokin_typ,
  kouza,
  meigik
FROM ss_frigin
WHERE
  hjcd = 0
  AND LEN(trcd) < 13)","取引先振込先銀行","1"
"torihikisaki_shiharaihouhou","振込先支払方法","(SELECT
  RTRIM(ts.trcd) AS trcd,
  ts.sho_id,
  sh.simebi,
  sh.shiharaimm,
  sh.siharaidd,
  skijitumm,
  skijitudd,
  sh.skbncod,
  harai_h,
  kijitu_h,
  ts.shino
FROM ss_tshoh ts
JOIN ss_shoho sh ON
  ts.shino = sh.shino
WHERE
  ts.hjcd = 0
  AND LEN(ts.trcd) < 13)","取引先支払方法","1"
"torihikisaki_hojo","取引先補助","(SELECT
    RTRIM(TMP_A.trcd) AS trcd,
    TMP_A.dm1,
    TMP_A.dm2,
    TMP_A.dm3,
    TMP_A.stflg
FROM SS_TORI AS TMP_A
    INNER JOIN (SELECT TRCD,MIN(HJCD) AS MinHJCD FROM SS_TORI
                WHERE STFLG <> 1 AND LEN(TRCD) < 13
                GROUP BY TRCD) AS TMP_B
    ON TMP_A.TRCD = TMP_B.TRCD AND TMP_A.HJCD = TMP_B.MinHJCD)","取引先補助","1"
"torihikisaki_kamoku_zandaka","取引先科目残高","(select KI.KI AS KI, RTRIM(Z.TRCD) AS TRCD, Z.KICD AS KICD, T.TRMX AS TRMX, T.TRNAM AS TRNAM, RTRIM(K.KCOD) AS KCOD, K.KOCD AS KOCD, K.KNMX AS KNMX, K.KNAM AS KNAM, K.KATT AS KATT, 0 as K000 from AEXP.A_KI as KI join DBA.TRZAN as Z on Z.KESN = KI.KESN join DBA.TRNAM as T on T.TRCD = Z.TRCD join DBA.KNAME as K on K.KESN = Z.KESN and K.KICD = Z.KICD)","取引先科目残高","1"
"segment_master","セグメントマスター","(SELECT KI.KI AS KI, RTRIM(S.SGCD) AS SGCD, S.SGNR AS SGNR, S.SGNM AS SGNM, S.SGLD AS SGLD FROM AEXP.A_KI AS KI JOIN dba.SGTBL S ON S.KESN = KI.KESN)","セグメントマスター","1"
"segment_kamoku_zandaka","セグメント科目残高","(select
   KI.KI AS KI
  ,RTRIM(Z.SGCD) AS SGCD
  ,Z.KICD AS KICD
  ,S.SGNR AS SGNR
  ,S.SGNM AS SGNM
  ,RTRIM(K.KCOD) AS KCOD
  ,K.KOCD AS KOCD
  ,K.KNMX AS KNMX
  ,K.KNAM AS KNAM
  ,K.KATT AS KATT
  ,0 as K000
from AEXP.A_KI as KI
join dba.SGKZAN as Z on
  Z.KESN = KI.KESN
join dba.SGTBL as S on
  S.KESN = Z.KESN
  and S.SGCD = Z.SGCD
join dba.KNAME as K on
  K.KESN = Z.KESN
  and K.KICD = Z.KICD
) ","セグメント科目残高","1"
"uf1_ichiran","ユニバーサルフィールド１一覧","(SELECT KI.KI AS KI, RTRIM(D1.D1CD) AS UF1CD, D1.D1NR AS UF1NR FROM AEXP.A_KI KI JOIN DBA.D1TBL D1 ON D1.KESN = KI.KESN)","ユニバーサルフィールド１一覧","1"
